,Unnamed: 0,tweet,label
1796,1796,pindad kirim empat eskavator palu cepat proses rehabilitasi sulawesi tengah pasca bencana gempa tsunami liputansctv twitter vkvasfplo,gempatsunami
1797,1797,gempa potensi tsunami lapor kait korban jiwa rusa,gempatsunami
1798,1798,persen mudik balik jakarta,non_gempatsunami
1799,1799,gempa timurlaut lombokutara potensi tsunami bmkg twitter rwbdnzebg,gempatsunami
1800,1800,gempa talaud magnitudo potensi tsunami http qxunsb,gempatsunami
1801,1801,gempa baratlaut halmaherabarat malut potensi tsunami bmkg twitter smrqmru,gempatsunami
1802,1802,toyota cepat produksi mobil listrik mulai jual,non_gempatsunami
1803,1803,tan lindung tani pupuk organik mutu,non_gempatsunami
1804,1804,gempa bmkg cabut ingat tsunami http,gempatsunami
1805,1805,proses timbang laku beli rumah bekas jelas beda beli rumah baru http dlvr rjft,non_gempatsunami
1806,1806,mahkamah konstitusi nyata terima enam mohon gugat hasil milu sejak buka selasa http tirto,non_gempatsunami
1807,1807,gempa goyang lampung selatan potensi tsunami twitter miwqtjevup,gempatsunami
1808,1808,gempa selatan jawa ciamis tasikmalaya siaga tsunami,gempatsunami
1809,1809,gempa sangihe bmkg aktif ingat tsunami twitter wcmuvrogr,gempatsunami
1810,1810,cerita posisi amin bank syariah mandiri syariah,non_gempatsunami
1811,1811,kurang hasil hasil riset bukti gempa bumi tsunami ulang niscaya hampir tidak kita milik pimpin benar benar pihak rakyat terima masuk ilmiah opini https tirto dboy,gempatsunami
1812,1812,gempa magnitudo guncang kaledonia baru ingat tsunami aktif http dlvr qssn,gempatsunami
1813,1813,hari akhir sidang bpupki juni tepat hari tahun lalu sukarno kenal sila kemudian sempurna hingga hari kenal nama pancasila mozaiktirto https tirto cpmp,non_gempatsunami
1814,1814,moeldoko mayoritas pegawai bumn pilih prabowo,non_gempatsunami
1815,1815,gempa pulau talaud sulut potensi tsunami twitter cbhsjvndq,gempatsunami
1816,1816,memang wilayah sebut rawan gempa tsunami,gempatsunami
1817,1817,gempa jadi pukul wita selasa potensi tsunami,gempatsunami
1818,1818,jalan cijago seksi ruas bogor kukus tutup umum twitter jybrmigj,non_gempatsunami
1819,1819,lihat guncang gempa chile picu tsunami twitter zfiiydz,gempatsunami
1820,1820,tsunami selat sunda datang diam diam dahulu gempa buat bmkg kelimpungan,gempatsunami
1821,1821,begini kisah saksi mata ungkap detik detik gempa tsunami palu prayforpaludonggala,gempatsunami
1822,1822,ingat dini cuaca wilayah jawa barat juni bmkg lengkap klik taut ikut,non_gempatsunami
1823,1823,tolak palu wapres tinjau dampak gempa tsunami,gempatsunami
1824,1824,tampak oarfish jadi tanda datang gempa tsunami benar http gfnf,gempatsunami
1825,1825,moeldoko bilang aman jokowi tingkat,non_gempatsunami
1826,1826,curi pistol uang juta mobil brimob rusuh tangkap twitter hfcngwbw,non_gempatsunami
1827,1827,video mudik nekat pindah jalur cipali macet parah,non_gempatsunami
1828,1828,gempa timurlaut lomboktimur tidak potensi tsunami bmkg,gempatsunami
1829,1829,tingkah gemas pangeran louis kala hadir upacara ulang tahun sang buyut http kkmq,non_gempatsunami
1830,1830,bukti salah menyalahgunakan narkoba steve emmanuel tuntut tahun penjara adil negeri jakarta barat ikut tuntut sebut steveemmanuel narkoba detikhot,non_gempatsunami
1831,1831,musim jadi bangkit psim sepak bola indonesia http fzwhm,non_gempatsunami
1832,1832,gempa bumi magnitudo jadi manokwari selatan papua barat gempa sebut potensi timbul tsunami kata bmkg gempa bmkg,gempatsunami
1833,1833,gempa guncang sulut potensi tsunami http detik hnaz,gempatsunami
1834,1834,irfan hakim putus mundur program siram qolbu tayang mnctv http kixly,non_gempatsunami
1835,1835,mudik lebaran tiket kereta jarak pendek bandung,non_gempatsunami
1836,1836,gempa palu tsunami tel korban karyawan nissan http qghwey,gempatsunami
1837,1837,gempa tenggara sumbawabarat potensi tsunami bmkg twitter efpgkdmsr,gempatsunami
1838,1838,alas kapolri tetap tangan kasus kivlan soenarko meski nyaman twitter qjzzoqzy,non_gempatsunami
1839,1839,pasca gempa tsunami terbang garuda jepang normal http shekd,gempatsunami
1840,1840,milik mobil aman kendara idam tiap orang,non_gempatsunami
1841,1841,tinggi hilal indonesia matahari benam juni brkisar jayapura papua pejat sumbar tinggi hilal indonesia matahari benam juni kisar merauke papua calang aceh,non_gempatsunami
1842,1842,gempa tenggara minahasatenggara sulut tidak potensi tsunami bmkg,gempatsunami
1843,1843,gempa timurlaut alor potensi tsunami bmkg twitter tpdbkjodc,gempatsunami
1844,1844,ingat dini cuaca wilayah pulau bangka belitung juni bmkg lengkap klik taut ikut,non_gempatsunami
1845,1845,gempa tenggara tawa sumbar potensi tsunami bmkg twitter votabhottx,gempatsunami
1846,1846,gempa tsunami jadi donggala palu capres cawapres prabowo sandiuno belasungkawa prayfordonggala prayforpalu,gempatsunami
1847,1847,bnpb ingat tsunami gempa pulau sangihe akhir twitter oatqqpgrw,gempatsunami
1848,1848,sumber dana mudik gratis apbd rinciannya http icvgzc,non_gempatsunami
1849,1849,nasa ganti nama jalan hormat jasa wanita turun afrika http kophmx,non_gempatsunami
1850,1850,mulai lagi minyak goreng jual curah tanpa kemas http igbff,non_gempatsunami
1851,1851,gempa magnitudo jadi pulau tawa sumatera barat potensi tsunami akibat gempa,gempatsunami
1852,1852,sangka ujar benci sebar berita bohong mustofa nahra periksa bareskrim polri,non_gempatsunami
1853,1853,foto presiden jokowi tinjau lokasi gempa tsunami palu http dlvr qlqmcn,gempatsunami
1854,1854,gempa guncang jawa ingat dini tsunami jabar hingga twitter cfrhpfuop,gempatsunami
1855,1855,dampak gempa cile tsunami kecil hantam jepang http affyg,gempatsunami
1856,1856,lagi konferensi pers update tangan gempa tsunami sulteng saksi lalu,gempatsunami
1857,1857,hartono ungkap diri sering tipu hori jadi awal hartono kerja malaysia hori sempat susul negeri jiran pinjam uang dalih modal bisnis kayu sengon,non_gempatsunami
1858,1858,dampak gempa tsunami setinggi meter landa chile http detik vmfzp,gempatsunami
1859,1859,wisata batu malang raya jadi potensi wisata mudik http mhuso,non_gempatsunami
1860,1860,mulai juli tumpang grab wajib selfie selamat http wgqazs,non_gempatsunami
1861,1861,gempa baratlaut sangihe sulut potensi tsunami bmkg twitter emeskin,gempatsunami
1862,1862,anies kata luas areal pulau reklamasi saat diri bangun baru lima persen http xeanw,non_gempatsunami
1863,1863,berita populer saji topik kisah korban gempa tsunami sulawesi tengah komentar dedi mulyadi jadi trending http dlvr qmswb,gempatsunami
1864,1864,enam kartu semua kami maklum beliau mungkin pernah pakai kartu,non_gempatsunami
1865,1865,news flash gempa bal potensi tsunami twitter xpffjuhgtm,gempatsunami
1866,1866,majelis tinggi minta demokrat kubu prabowo sidang http kmpab,non_gempatsunami
1867,1867,gempa goyang malu tenggara potensi tsunami http vdxhb,gempatsunami
1868,1868,gempa bumi kuat besar ikut tsunami jadi beberapa kali abad seluruh dunia ikut tsunami paling dahsyat http dlvr qlxp,gempatsunami
1869,1869,gempa guncang sumatera barat sumbar kuat magnitudo bmkg gempa potensi tsunami,gempatsunami
1870,1870,nilai bitcoin roket hingga mampu capai angka tinggi tahun akhir berkat kabar hadir mata uang digital milik facebook bitcoin facebook detikinet,non_gempatsunami
1871,1871,warga jakarta nikmat sendasi publik operasi kereta velodrome kelapa gading laku sejak selasa juni http wnqtcs,non_gempatsunami
1872,1872,tsunami gempa baratlaut sangihe sulut bmkg,gempatsunami
1873,1873,bnpb catat aktivitas gempa lombok sulteng hingga tsunami selat sunda jadi langka,gempatsunami
1874,1874,libat anak unjuk rasa ujung rusuh lalu patut sesal http wbibdm,non_gempatsunami
1875,1875,maurizio sarri langsung tantang buffon dapat raih gelar liga champions sama juventus http dlvr rkrky,non_gempatsunami
1876,1876,suspect treason eggi sudjana said that people power once called ended after prabowo chose legally challenge election result http nxlx,non_gempatsunami
1877,1877,layan pol rawat jalan normal pada juni,non_gempatsunami
1878,1878,macet ruas jakarta cikampek jasa marga laku contraflow,non_gempatsunami
1879,1879,gempa timurlaut tawa sumbar potensi tsunami bmkg twitter xvpebnjbd,gempatsunami
1880,1880,bmkg analis gempa sulteng cabut ingat dini tsunami,gempatsunami
1881,1881,gempa guncang jepang potensi tsunami http,gempatsunami
1882,1882,gempa kuat magnitudo jadi lawi sigi sulawesi tengah gempa sebut potensi timbul gelombang tsunami http odjmte,gempatsunami
1883,1883,tan lindung tani pupuk organik mutu,non_gempatsunami
1884,1884,siap kereta tambah berangkat stasiun pasar senen sukses mudik lebaran,non_gempatsunami
1885,1885,lebaran tumpang pesawat bandara turun persen,non_gempatsunami
1886,1886,gempa guncang morotai potensi tsunami twitter jmppqbndy,gempatsunami
1887,1887,lanjut nyata people power saya maksud demonstrasi bawaslu selesai tulis eggi http kunw,non_gempatsunami
1888,1888,gempa jepang ancam tsunami wilayah pasifik http xxyafb,gempatsunami
1889,1889,florentino perez janji zidane bagai solusi baik sisa musim real madrid fakta rapor zizou lebih baik ketimbang santiago solar https tirto drvs,non_gempatsunami
1890,1890,pasca lebaran mulyani harap tingkat konsumsi atas persen,non_gempatsunami
1891,1891,gempa landa jepang potensi tsunami http dxib,gempatsunami
1892,1892,aceh gempa potensi tsunami http gbfzi,gempatsunami
1893,1893,tisik fakta sidang soal intervensi menteri lukman jual beli jabat kemenag http xouiiz,non_gempatsunami
1894,1894,ikut beberapa seleb tanah banting setir usai jarang lihat layar kaca twitter wfbcvuiem,non_gempatsunami
1895,1895,lebaran jasa marga ribu kendara mudik,non_gempatsunami
1896,1896,gempa ternate potensi tsunami http afvtlh,gempatsunami
1897,1897,teliti buat peta gempa tsunami jepang http ptbxao,gempatsunami
1898,1898,intip fasilitas mewah kereta sleeper luxury mudik lebaran http wbxvb,non_gempatsunami
1899,1899,gempa timurlaut sumbawa potensi tsunami bmkg twitter tgntuk,gempatsunami
1900,1900,jokowi imbau warga waspada hadap gempa tsunami twitter rvbiztegxp,gempatsunami
1901,1901,wakil ketua saut situmorang kata paham radikal kembang lembaga jangan lihat celana cingkrang jenggot baju luar style lihat laku http tirto ecpg,non_gempatsunami
1902,1902,orang sekjen abdul karding tinggal daerah pinggir pantai duga rupa tempat jadi gempa tsunami donggala http dlvr qlkkvt,gempatsunami
1903,1903,gempa guncang malu tenggara potensi tsunami twitter yrcsniog,gempatsunami
1904,1904,anda guna akun whatsapp beberapa ponsel pintar android datang fitur kloning aplikasi twin http frrv,non_gempatsunami
1905,1905,belum teknologi mampu deteksi tepat besar kapan mana gempa jadi bmkg informasi jadi gempa lokasi magnitudo potensi tsunami tidak tetap ikut informasi twitter aplikasi mobile,gempatsunami
1906,1906,gempa tenggara bovendigoel papua potensi tsunami bmkg twitter wakpymbp,gempatsunami
1907,1907,jepang keluar ingat tsunami gempa http,gempatsunami
1908,1908,radio komunikasi bencana laku coba libat vendor sedia perangkat telekomunikasi lama bulan mulai april kawasan pangandaran plasa telkom pangandaran rakombencana kerjaberdampak twitter ysdlav,non_gempatsunami
1909,1909,gempa magnitudo jadi pulau morotai malu utara gempa potensi tsunami,gempatsunami
1910,1910,ingat dini cuaca wilayah sumatera selatan juni bmkg lengkap klik taut ikut,non_gempatsunami
1911,1911,mudik jawa timur lokasi lokasi rawan macet,non_gempatsunami
1912,1912,gempa landa ternate potensi tsunami http znajn,gempatsunami
1913,1913,mobil mercedes benz jadi idam keluarga,non_gempatsunami
1914,1914,obesitas gemuk landa australia persen warga derita wabah http ijem,non_gempatsunami
1915,1915,foto berangkat pasu bantu lokasi gempa tsunami sulteng http dlvr qllgg,gempatsunami
1916,1916,polri selidik libat mawar rusuh http ezyncg,non_gempatsunami
1917,1917,fokus prayforpalu gempa jenis tektonik guncang donggala sulawesi tengah hingga picu gelombang tsunami terjang palu donggala simak kembang peristiwa twitter njohgxo,gempatsunami
1918,1918,gempa tenggara minahasatenggara sulut potensi tsunami bmkg twitter vhlkdmna,gempatsunami
1919,1919,gempa tenggara bitung sulut tidak potensi tsunami bmkg,gempatsunami
1920,1920,edar kabar tsunami usai gempa sumba warga kampung ungsi gempasumba http xqhnpr,gempatsunami
1921,1921,gempa kuat guncang sibolga potensi tsunami http yppaa,gempatsunami
1922,1922,turki resmi beli rusia kirim juli http xatsjh,non_gempatsunami
1923,1923,nikah laku ancam bunuh jokowi mohon tangguh tahan http fuhvr,non_gempatsunami
1924,1924,bmkg gempa tasikmalaya potensi tsunami twitter osdzkriu,gempatsunami
1925,1925,jaelani acung salam jari rumi diam ekspresi masuk rutan cipinang http,non_gempatsunami
1926,1926,mas ekky hasil raih hasil baik jauh catalunya finish urut http dlvr rjnps,non_gempatsunami
1927,1927,jumlah korban tinggal gempa tsunami palu donggala jadi orang http ccxyb,gempatsunami
1928,1928,gempa potensi tsunami,gempatsunami
1929,1929,ingat dini cuaca wilayah malu juni bmkg lengkap klik taut ikut,non_gempatsunami
1930,1930,bor johnson raih suara putar pertama mungut suara partai konservatif inggris kamis http dlvr rhczr,non_gempatsunami
1931,1931,bagi akhir dokumen mohon hukum lantas minta beberapa masuk tetap prabowo sandi bagai presiden wapres pilih minta cara redaksional kurang tepat bisa tetap sebut https tirto,non_gempatsunami
1932,1932,telusur aset sjamsul nursalim hingga luar negeri http wpugga,non_gempatsunami
1933,1933,tampak kini kota palu usai landa gempa tsunami,gempatsunami
1934,1934,update tangan darurat bencana gempa tsunami sulawesi tengah sultengbangkit siapuntukselamat budayasadarbencana twitter rmngyhyic,gempatsunami
1935,1935,jumlah korban akibat gempa tsunami sulteng terus tambah data baru bnpb sebut orang tinggal dunia,gempatsunami
1936,1936,willem rampangile relokasi laku jumlah daerah dampak gempa tsunami sulawesi tengah ikut info lengkap,gempatsunami
1937,1937,aktif bursa transfer real madrid bakal lepas main http wcjvgi,non_gempatsunami
1938,1938,sidang hukum prabowo kutip yusril ihza http kklysx,non_gempatsunami
1939,1939,kakanwil gresik dakwa suap rommy juta http memdm,non_gempatsunami
1940,1940,coba publik jakarta tumpang jarak tanggung http knkkvx,non_gempatsunami
1941,1941,pacific tsunami warning center sebut potensi tsunami meter wilayah filipina susul gempa jadi,gempatsunami
1942,1942,prediksi bakal lahir bulan depan aura kasih santai http whluz,non_gempatsunami
1943,1943,tampak dramatis kota palu belum gempa tsunami http dlvr qmjd,gempatsunami
1944,1944,gempa guncang malu utara potensi tsunami twitter okqxtvlk,gempatsunami
1945,1945,gempa timurlaut talaud sulut potensi tsunami bmkg twitter cnqngetbq,gempatsunami
1946,1946,jokowi kunjung lokasi bencana gempa tsunami palu,gempatsunami
1947,1947,museum tsunami aceh gelar ingat tahun gempa tsunami,gempatsunami
1948,1948,tokyo guncang gempa pagi potensi tsunami http jaff,gempatsunami
1949,1949,mudik sepeda motor sisa usai salat idul fitri,non_gempatsunami
1950,1950,kemenkes minta vitamin minyak goreng segera wajib,non_gempatsunami
1951,1951,alas bmkg cabut ingat dini tsunami usai gempa lombok twitter olqmc,gempatsunami
1952,1952,tempat titip hewan pelihara mulai ramai datang milik hewan pelihara hendak mudik,non_gempatsunami
1953,1953,arus mudik konsumsi beroktan tinggi tingkat tajam,non_gempatsunami
1954,1954,hkbapril sesuai arah presiden rakornas bnpb surabaya salah satu adlh lalu edukasi bencana laku simulasi latih tangan bencana cara rutin sambung siapuntukselamat budayasadarbencana srikandisiagabencana,non_gempatsunami
1955,1955,enggak jadi boleh sama kapolri,non_gempatsunami
1956,1956,sebut peran korporasi kasus bowo sidik http mmbf,non_gempatsunami
1957,1957,gempa getar tawa bmkg potensi tsunami https htyec,gempatsunami
1958,1958,foto jenazah korban gempa tsunami palu sulteng mulai makam kubur massal banyak korban makam tahap pertama,gempatsunami
1959,1959,pertamina jamin pasok bakauheni terbanggi besar,non_gempatsunami
1960,1960,perempuan ethiopia ikut uji nasional menit usai lahir http kcomau,non_gempatsunami
1961,1961,alas jokowi rajin undang usaha libur lebaran http mkfah,non_gempatsunami
1962,1962,gempa baratlaut deiyai papua tidak potensi tsunami bmkg,gempatsunami
1963,1963,bank negara indonesia persero selenggara mudik bareng guna moda kereta,non_gempatsunami
1964,1964,tesla model jadi armada patroli polisi australia,non_gempatsunami
1965,1965,acara kivlan sebut justru klien ancam bunuh http fmcok,non_gempatsunami
1966,1966,gempa timurlaut yalimo papua tidak potensi tsunami bmkg,gempatsunami
1967,1967,bmkg aku kurang alat deteksi gempa tsunami bagaimana tindaklanjutnya,gempatsunami
1968,1968,bnpb gempa kampung halaman ringan potensi tsunami twitter wbuqqnuqsk,gempatsunami
1969,1969,gempa hari indonesia potensi tsunami twitter gyolmyqdd,gempatsunami
1970,1970,gempa baratdaya bengkuluutara tidak potensi tsunami bmkg,gempatsunami
1971,1971,unjuk rasa bentrok polisi laku aksi protes tolak perintah batal bahas ekstradisi http khfjdy,non_gempatsunami
1972,1972,shelter vertikal perlu tsunami indonesia tsunami lokal datang menit gempa http bnpb,gempatsunami
1973,1973,render bugatti type edar lebih keren chiron,non_gempatsunami
1974,1974,alas kubu prabowo minta lpsk lindung saksi sengketa pilpres,non_gempatsunami
1975,1975,raja salman telepon presiden jokowi raja salman ucap belasungkawa atas bencana gempa tsunami sulawesi tengah sulteng,gempatsunami
1976,1976,mumpung singgung sekali mimin kasih ulang info twitter rlqzvl,non_gempatsunami
1977,1977,milu jual mobil premium anjlok,non_gempatsunami
1978,1978,gempa guncang nias sumut potensi tsunami http detik yirf,gempatsunami
1979,1979,harus ambil ajar gempa donggala tsunami palu parah rupa jadi masa depan http dlvr qlvwlv,gempatsunami
1980,1980,abang ngegas tasya cuma nanya heytasya naobunproject twitter jlncbtlt,non_gempatsunami
1981,1981,jessica iskandar richard kyle tunang sabtu banyak sebut sangat cocok serasi percaya lihat foto foto,non_gempatsunami
1982,1982,hari lebaran macet keluar jakarta,non_gempatsunami
1983,1983,kemenkeu duga audit lapkeu garuda penuh standar akuntansi,non_gempatsunami
1984,1984,kait gempa tsunami sulawesi tengah bnpb korban tinggal capai orang http xundqj,gempatsunami
1985,1985,dampak gempa jepang tsunami capai indonesia pukul http,gempatsunami
1986,1986,gempa tenggara minahasatenggara sulut potensi tsunami bmkg twitter basflfikxf,gempatsunami
1987,1987,gempa skala richter guncang pesisir barat lampung infobmkg lapor potensi tsunami twitter urlslsnyv,gempatsunami
1988,1988,gempa timurlaut donggala sulteng potensi tsunami dtrskn msyrkt bmkg,gempatsunami
1989,1989,gempa bumi magnitudo guncang kabupaten bolaang mongondow selatan sulawesi utara gempa potensi timbul tsunami,gempatsunami
1990,1990,bahar smith tuntut tahun penjara http icgrle,non_gempatsunami
1991,1991,potensi tsunami pusat gempa darat,gempatsunami
1992,1992,bantu korban gempa tsunami apung ksatria airlangga palu http rhil,gempatsunami
1993,1993,bnpb total rugi rusa akibat gempa tsunami sulteng http dlvr qpzbdm,gempatsunami
1994,1994,gempa guncang bal potensi tsunami twitter bwznuknma,gempatsunami
1995,1995,sejak konstantinopel lepas bangsa bangsa eropa usaha keras cari cara tetap dagang asia puruk mereka justru temu jalan tuju masyhur jauh lebih besar songsong abad jelajah mozaiktirto twitter nnsukwgdl,non_gempatsunami
1996,1996,rapat umum pegang saham usaha listrik negara persero resmi tunjuk djoko rahardjo abumanan bagai laksana tugas direktur utama http xantan,non_gempatsunami
1997,1997,gempa ekuador april kuat potensi tsunami wilayah indonesia twitter ypnnlidd,gempatsunami
1998,1998,bksda monitor buaya muara crocodylus porosus air segara ana kabupaten cilacap http,non_gempatsunami
1999,1999,beda kalau korban hidup begini kisah para anggota basarnas yang evakuasi korban gempa tsunami palu http ogapb,gempatsunami
2000,2000,gempa timurlaut lomboktimur tidak potensi tsunami bmkg,gempatsunami
2001,2001,presiden minta bnpb bmkg susun masterplan antisipasi gempa tsunami http hvnon,gempatsunami
2002,2002,jadi gaes tsunami selalu gempa topnews twitter wvlarkjkaa,gempatsunami
2003,2003,kualitas udara wilayah riau terus baik jakarta kualitas udara wilayah provinsi riau kondisi baik hingga rabu sore sebut indikasi delapan wilayah,non_gempatsunami
2004,2004,daerah dampak akibat gempa tsunami sulteng,gempatsunami
2005,2005,badan menang nasional sebut surat edar pegawai bumn ikut giat kampanye jokowi jelas jokowi detikfinance,non_gempatsunami
2006,2006,anies pernah sebut korban tewas tambah jadi orang hoax banding ceramah ustad lancip http fiwzu,non_gempatsunami
2007,2007,bmkg segera keluar ingat dini tsunami jadi gempa magnitudo lebih http rjnfia,gempatsunami
2008,2008,jadi gempa bumi parameter bagai ikut kuat tanggal waktu gempa lintang bujur lokasi bal gempa potensi tsunami infobmkg twitter obevki,gempatsunami
2009,2009,bmkg gempa potensi tsunami,gempatsunami
2010,2010,ingat dini tsunami akhir satu usai gempa sulteng,gempatsunami
2011,2011,gempa besar alaska picu tsunami http dlvr qcvpq,gempatsunami
2012,2012,minim menu ikan open house kata sus pudjiastuti,non_gempatsunami
2013,2013,produksi batu bara toba bara sejahtra kuartal turun,non_gempatsunami
2014,2014,jalur sbmptn sedia kuota persen kuota terima mahasiswa baru tahun banyak kursi http wcaq,non_gempatsunami
2015,2015,korban tewas gempa tsunami jepang orang http,gempatsunami
2016,2016,gempa guncang solomon sempatpic twitter eeznrclir,gempatsunami
2017,2017,halo sobat bmkg ikut kira cuaca wilayah indonesia jalur mudik esok hari selasa juni lengkap akses youtube akun channel infobmkg link twitter rpoxscklr,non_gempatsunami
2018,2018,ingat dini cuaca wilayah pulau bangka belitung juni bmkg lengkap klik taut ikut,non_gempatsunami
2019,2019,perintah kabupaten bogor gelar operasi yustisi camat sejak selasa juni hingga beberapa hari depan http kjsfs,non_gempatsunami
2020,2020,jokowi minta maskapai asing masuk indonesia kata menhub,non_gempatsunami
2021,2021,polisi benda curiga mapolresta cirebon aktif http rhfmd,non_gempatsunami
2022,2022,nyobain resep tahu gimbal udang buka puasa yang lebih woyoo uyee https tirto,non_gempatsunami
2023,2023,kemenhub sebut mulai gera arus balik lebaran,non_gempatsunami
2024,2024,tinggi potensi tsunami meter waktu datang tsunami kamis pukul hingga gempa,gempatsunami
2025,2025,bmkg gempa tarutung potensi tsunami twitter tgruhfps,gempatsunami
2026,2026,gempa baratlaut kota sabang aceh tidak potensi tsunami sumber infobmkg,gempatsunami
2027,2027,gempa guncang nias potensi tsunami twitter jhumwaug,gempatsunami
2028,2028,ungkap duka cita sorot kemenlu singapura beri jelas http mnqool,non_gempatsunami
2029,2029,gempa guncang sarmi papua potensi tsunami http detik,gempatsunami
2030,2030,posko mudik trans jawa gojek sedia layan cuma cuma http qwkoku,non_gempatsunami
2031,2031,tips kece mobil pasca mudik bisa kerja sendiri,non_gempatsunami
2032,2032,andi arief saran gerindra periksa fauka cara internal http wugcd,non_gempatsunami
2033,2033,milu jual mobil premium anjlok,non_gempatsunami
2034,2034,ingat dini cuaca wilayah pulau riau juni bmkg lengkap klik taut ikut,non_gempatsunami
2035,2035,bmkg cabut warning potensi tsunami gempa cilacap detikforum,gempatsunami
2036,2036,gempa timurlaut sarmi papua potensi tsunami bmkg twitter ismwq,gempatsunami
2037,2037,gempa kuat magnitudo jadi kabupaten halmahera barat provinsi malu utara gempa potensi timbul gelombang tsunami,gempatsunami
2038,2038,paman korban nyata usaha kelola gedung beri kompensasi juta http dlvr rkwjb,non_gempatsunami
2039,2039,gempa guncang jepang tsunami ancam http iboc,gempatsunami
2040,2040,data baru bnpb korban tinggal dunia palu donggala akibat gempa tsunami capai orang,gempatsunami
2041,2041,sjamsul nursalim duga kaya besar triliun sesuai lapor mantan kepala badan sehat perban nasional http iijql,non_gempatsunami
2042,2042,gempa bumi guncang nias potensi tsunami http,gempatsunami
2043,2043,ingat dini cuaca wilayah kalimantan selatan juni bmkg lengkap klik taut ikut,non_gempatsunami
2044,2044,gempa timurlaut bima potensi tsunami bmkg twitter lifbutu,gempatsunami
2045,2045,ingat dini cuaca wilayah bal juni bmkg lengkap klik taut ikut,non_gempatsunami
2046,2046,gempa tenggara tuapejat sumbar potensi tsunami bmkg twitter iutiqkwyy,gempatsunami
2047,2047,mudik mulai lewat jalur tengah rembang bojonegoro,non_gempatsunami
2048,2048,kuasa hukum prabowo sandiaga curang curi suara jumlah sampai suara rugi prabowo sandiaga http zokcoe,non_gempatsunami
2049,2049,ingat dini cuaca wilayah banten bmkg lengkap klik taut ikut,non_gempatsunami
2050,2050,gempa timurlaut mamasa sulbar potensi tsunami bmkg twitter wnujofh,gempatsunami
2051,2051,mulai besok truk barang larang lintas jalur mudik,non_gempatsunami
2052,2052,datang laku rusuh anda hadap saya pemprov polisi ujar anies http qtfc,non_gempatsunami
2053,2053,kembang ponsel pintar arah ponsel implan tanam badan prediksi ponsel implan mulai pakai dialogtempogenerasimudaberbudaya,non_gempatsunami
2054,2054,mana posisi tidur paling anjur http xzbf,non_gempatsunami
2055,2055,presiden tolak palu tinjau daerah dampak gempa tsunami hari pascabencana minggu september presiden joko widodo putus tolak kota palu provinsi sulawesi tengah,gempatsunami
2056,2056,kuasa hukum mohon sengketa pilpres singgung soal taut berita bagai alat bukti sidang mahkamah konstitusi twitter kkibffyd,non_gempatsunami
2057,2057,hanya shitposting ponselmu bisa saat bencana fitur facebook safety check google person finder banyak saat gempa tsunami palu jadi twitter uleauoe,gempatsunami
2058,2058,gempa sulawesi tengah sumber darat nyata timbul tsunami http dlvr qlgxyv,gempatsunami
2059,2059,baru persen satu kerja aju cair gaji,non_gempatsunami
2060,2060,foto jumlah nelayan ikut dalam kompetisi perahu layar ada pantai waru doyong banyuwangi penasaran lihat foto foto banyuwangi perahulayar,non_gempatsunami
2061,2061,ingat dini cuaca wilayah lampung juni bmkg lengkap klik taut ikut,non_gempatsunami
2062,2062,gempa kuat guncang wilayah potensi tsunami hari senin desember https instagram bnnqqdjhn,gempatsunami
2063,2063,turut infobmkg pusat gempa pada timur laut lebong gempa jadi laut dalam meski gempa potensi tsunami topnews twitter heffpuf,gempatsunami
2064,2064,macet kunjung usai labuh merak mudik http mfefw,non_gempatsunami
2065,2065,gelar sidang perdana gugat pilpres aju prabowo sandi pukul,non_gempatsunami
2066,2066,analisis awal bmkg kait gempa potensi tsunami twitter qoecizqv,gempatsunami
2067,2067,macet parah cikampek respon kemenhub http iwpnu,non_gempatsunami
2068,2068,erdogan tawar bantu indonesia usai gempa tsunami twitter ixsnkpvk,gempatsunami
2069,2069,gempa guncang tambrauw papua potensi tsunami http jysmt,gempatsunami
2070,2070,sidang perdana sengketa pilpres gelar mulai pukul,non_gempatsunami
2071,2071,buoy gunung anak krakatau deteksi jadi gempa bawah laut tsunami http dlvr rxwt,gempatsunami
2072,2072,wiranto datang koki khusus open house,non_gempatsunami
2073,2073,rusuh empat orang tewas luka mirip bekas tembak orang duga tembak peluru tajam http kuem,non_gempatsunami
2074,2074,siap sambut demokrat gabung koalisi jokowi,non_gempatsunami
2075,2075,gempa landa ambon potensi tsunami http qszn,gempatsunami
2076,2076,libur lebaran segera tiba dufan ancol hadir dunia baru http qwrva,non_gempatsunami
2077,2077,salah satu surat einstein tulis tuhan lelah terus main dadu bawah hukum tentu sendiri,non_gempatsunami
2078,2078,meski beberapa gempa susul jadi infobmkg cabut ingat tsunami gempa skala richter guncang donggala sulawesi tengah sulteng,gempatsunami
2079,2079,respons usul menhub putus semua labuh wajib terap sistem tiket online iring bangun labuh http fvzwm,non_gempatsunami
2080,2080,kaca gempa tsunami palu siap siaga bencana,gempatsunami
2081,2081,tsunami gempa bumi palu telah jadi bencana sebut tahu oleh aktivitas sesar palu koro http dlvr qllw,gempatsunami
2082,2082,gempa baratdaya padangpariaman sumbar tidak potensi tsunami bmkg,gempatsunami
2083,2083,gempa jepang rilis ingat tsunami http ooyg,gempatsunami
2084,2084,upaya rawan evakuasi jenazah gempa tsunami palu http dlvr qmdhcy,gempatsunami
