,tweet,label
1398,"Notch atau poni untuk tempat kamera depan, yang dipopulerkan oleh Apple di iPhone X, sempat jadi tren. Bagaimana komentar Oppo mengenai masa depan si poni? #Oppo #ponselberponi   via @detikinet https://inet.detik.com/consumer/d-4586530/ponsel-berponi-akan-lenyap-ini-komentar-oppo?utm_content=detikinet&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1560509826 …",non_gempatsunami
1399,"#Gempa Mag:5.3, 02-Feb-19 16:03:10 WIB, Lok:2.89 LS,99.95 BT (106 km Tenggara KEP-MENTAWAI-SUMBAR), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",gempatsunami
1400,Gempa di Lampung Kecil Getarannya & Tidak Berpotensi Tsunami  http://de.tk/0tiQS,gempatsunami
1401,"#Gempa Mag:6.1, 02-Mar-18 09:20:11 WIB, Lok:6.31 LS,130.43 BT (170 km BaratLaut MALUKUTENGGARABRT), Kedlmn:166 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/TiTLl8tWdA",gempatsunami
1402,Aksi demonstran antipemerintah di Hong Kong saat membukakan jalan untuk ambulans viral di media sosial. Aksi mereka menuai pujian. Seperti apa kejadiannya? #hongkong #viral https://news.detik.com/internasional/d-4588844/viral-lautan-massa-demo-di-hong-kong-terbelah-demi-ambulans?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1560751377 …,non_gempatsunami
1403,Apakah keberadaan kereta cepat Jakarta-Bandung nanti bakal mengancam bisnis transportasi darat yaitu bus? #keretacepat #Jakarta #bandung   via @Detikfinance https://finance.detik.com/berita-ekonomi-bisnis/d-4588023/ada-kereta-cepat-jakarta-bandung-penumpang-bus-bisa-hilang?utm_content=detikfinance&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1560677763 …,non_gempatsunami
1404,Doa Jokowi Bagi Korban Gempa Donggala dan Tsunami Palu  http://dlvr.it/Qlqyq3,gempatsunami
1405,BNPB mengungkap 6 prioritas penanganan gempa dan tsunami di Palu dan Donggala.  http://dlvr.it/QlwktR,gempatsunami
1406,Liburan dalam waktu singkat bisa berkesan asal punya rencana matang. Karena serunya jalan-jalan bukan ditentukan durasi tapi kualitas. #ads  http://tirto.id/d8uv  pic.twitter.com/pLBitZITwe,non_gempatsunami
1407,Peringatan dini cuaca wilayah Aceh [29 Mei 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=kpdj20190529 …,non_gempatsunami
1408,"Gempa bermagnitudo 3,2 terjadi di Palu, Sulawesi Tengah. Tak ada peringatan tsunami akibat gempa itu.  https://news.detik.com/berita/4358832/gempa-m-32-terjadi-di-palu?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1545794189 …",gempatsunami
1409,"Arie mengatakan, Jalan Alaydrus yang dilewati oleh pelaku ternyata dua arah. ""Dia merasa (jalan) satu arah, nyatanya dua arah,"" ucapnya. https://news.detik.com/berita/d-4587138/polisi-emosi-pemobil-koboi-todong-senpi-karena-merasa-benar?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1560576760 …",non_gempatsunami
1410,Pengunjuk rasa bentrok dengan polisi saat melakukan aksi protes penolakan pemerintah untuk membatalkan pembahasan RUU Ekstradisi. http://bit.ly/2RmJXgd,non_gempatsunami
1411,"Dekati Warga Tangerang, Mitsubishi Resmikan Dealer di Cikokol http://bit.ly/2HHeZMr",non_gempatsunami
1412,Jadwal kompetisi sepak bola Liga Inggris untuk musim 2019/2020 dikabarkan telah bocor sebelum diumumkan. http://bit.ly/2ICxJMr,non_gempatsunami
1413,"Dana bantuan kemanusiaan itu, kata Erick akan dikumpulkan dan disumbangkan untuk para korban gempa dan tsunami di Sulawesi Tengah.  http://dlvr.it/Qllbms",gempatsunami
1414,Pasukan Katak Dikerahkan Cari Korban Gempa dan Tsunami di Pesisir Donggala  http://dlvr.it/QmdlmM,gempatsunami
1415,"Gempa 6,5 SR Guncang Subang Jabar, Tidak Berpotensi Tsunami  http://detik.id/6chwAQ  pic.twitter.com/rnDvMrxrFp",gempatsunami
1416,"Ke Korea Selatan, Yuk ke Daejeon dan Festival EDM Akhir Pekan http://bit.ly/2Iejsqf",non_gempatsunami
1417,"71 WNA Terdampak Gempa Disertai Tsunami di Palu dan Donggala, Begini Kondisinya  http://dlvr.it/QlqmZW",gempatsunami
1418,"Gempa 5,0 SR Guncang Talaud, Tak Berpotensi Tsunami  http://detik.id/6iK9bz",gempatsunami
1419,"#Foto Donggala, Sulteng sempat sulit dijangkau usai gempa dan tsunami. Kini, kerusakan di Donggala terlihat. Bahkan, ada kapal terdampar di daratan.   https://news.detik.com/foto-news/d-4238777/ada-kapal-terdampar-begini-potret-kerusakan-di-donggala?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …",gempatsunami
1420,"#Gempa Mag:5.1, 12-Feb-19 15:01:23 WIB, Lok:4.82 LU,126.37 BT (94 km BaratLaut KEP-TALAUD-SULUT), Kedlmn:69 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/IXjGEr0nvG",gempatsunami
1421,"#Gempa Mag:5.1, 21-Aug-18 08:09:24 WIB, Lok:8.44 LS,116.94 BT (42 km TimurLaut LOMBOKTIMUR-NTB), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",gempatsunami
1422,"Semester I 2019, Penyerapan Anggaran Kemenhub Baru 21 Persen https://bisnis.tempo.co/read/1214092/semester-i-2019-penyerapan-anggaran-kemenhub-baru-21-persen?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
1423,"Suasana Pra Latihan Geladi Gempa & Tsunami di Maumere, Kab. Sikka, Prov. NTT  pic.twitter.com/qgp8eEQU",gempatsunami
1424,"#Gempa Mag:5.1, 01-Jun-18 01:26:34 WIB, Lok:1.62 LU,127.06 BT (66 km BaratLaut HALMAHERABARAT-MALUT), Kedlmn:120 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/a266OcETdF",gempatsunami
1425,"Di bulan Ramadan, kita perlu memastikan hidrasi tubuh terpenuhi. Minumlah 2 gelas air saat berbuka, 4 gelas menjelang tidur, dan 2 gelas saat sahur. #ads http://tirto.id/dUZw",non_gempatsunami
1426,"Proses evakuasi, pencarian, dan penyelamatan korban terdampak gempa dan tsunami di Sulawesi Tengah akan dihentikan pada Kamis (11/10/2018).  http://dlvr.it/QmyRj5",gempatsunami
1427,"Ketika Bumi “melepaskan beban” di pundaknya  Gempa dan Tsunami, 12 Maret 2011, Jepang.  http://de.tk/MeN3O #postingpilihan via @blogdetik",gempatsunami
1428,Alasan Kapolri Tetap Tangani Kasus Kivlan Zen dan Soenarko Meski Tak Nyaman  http://bit.ly/2WEwvoB  pic.twitter.com/q7JzZoqZ3Y,non_gempatsunami
1429,Rain Boyong Keluarga Pindah ke Amerika Serikat? http://bit.ly/2WGcUED,non_gempatsunami
1430,"Gempa 6,5 SR Guncang Alaska, Ada Peringatan Tsunami  http://detik.id/6spdLr  pic.twitter.com/VJFMlB117w",gempatsunami
1431,"""Kami sudah sepakat tidak mungkin menunggu lama-lama, jadi kami minta menjadwalkan ulang."" https://metro.tempo.co/read/1209718/tidak-ada-penyidik-permadi-minta-pemeriksaan-dijadwalkan-ulang?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Robb …",non_gempatsunami
1432,"#Gempa Mag:5.9, 28-Sep-18 14:00:00 WIB, Lok:0.35 LS,119.82 BT (8 km BaratLaut DONGGALA-SULTENG), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",gempatsunami
1433,Peringatan dini cuaca wilayah Kalimantan Selatan [11 Juni 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=alg020190611 …,non_gempatsunami
1434,Jalan Tol Cisumdawu akan berfungsi secara fungsional pada arus Mudik Lebaran 2019 https://foto.tempo.co/read/72718/tol-cisumdawu-siap-digunakan-untuk-arus-mudik-lebaran-2019?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Foto_Robb …,non_gempatsunami
1435,Doa Bersama untuk Korban Gempa dan Tsunami  http://bit.ly/ebLpE9,gempatsunami
1436,"#Gempa Mag:5.2, 01-Apr-19 12:09:06 WIB, Lok:7.75 LU,93.26 BT (307 km BaratLaut KOTA-SABANG-ACEH), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/73fwStYJir",gempatsunami
1437,Kubu Prabowo Ungkap Alasan Larang Pendukung Unjuk Rasa Sidang MK https://pilpres.tempo.co/read/1214423/kubu-prabowo-ungkap-alasan-larang-pendukung-unjuk-rasa-sidang-mk?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
1438,Marlin menemukan tengkorak dan kerangka tersebut saat sedang membersihkan lahan dan membakar daun bambu kering yang ada di kawasan yang dekat dengan persawahan.  Bagaimana kronologinya? #Regional https://regional.kompas.com/read/2019/06/17/14105491/bakar-daun-bambu-seorang-pria-temukan-tengkorak-manusia …,non_gempatsunami
1439,"Merespons usulan Menhub, DKI memutuskan semua pelabuhan wajib menerapkan sistem tiket online seiring pembangunan pelabuhan. http://bit.ly/2F2VZWM",non_gempatsunami
1440,"Gempa berkekuatan magnitudo 5,4 terjadi di Sukabumi, Jawa Barat. Gempa tidak berpotensi tsunami.  https://news.detik.com/berita/4375940/gempa-m-54-terjadi-di-sukabumi?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1546942314 …",gempatsunami
1441,"Anak Buah Ungkap IMB Terbit di Pulau Reklamasi, Ini Reaksi Anies... http://bit.ly/2XiAxYx",non_gempatsunami
1442,Rafael Berges Marin kembali ke Mitra Kukar dengan misi penyelamatan. Ia berjanji mengembalikan Naga Mekes ke Liga 1. https://sport.detik.com/sepakbola/liga-indonesia/d-4587669/rafael-berges-janji-kembalikan-mitra-kukar-ke-liga-1?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560629142 …,non_gempatsunami
1443,"Tuntut Diskualifikasi Jokowi, Kubu Prabowo Harus Penuhi 6 Syarat https://pilpres.tempo.co/read/1214840/tuntut-diskualifikasi-jokowi-kubu-prabowo-harus-penuhi-6-syarat?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
1444,PT Kereta Api Indonesia mencatatkan tren positif pertumbuhan penumpang selama masa angkutan mudik Lebaran 2019. http://bit.ly/2MC3pqe,non_gempatsunami
1445,Petani muda memanfaatkan transplanter untuk menanam padi. Jauh lebih hemat dan cepat  http://bit.ly/2ReVdLp,non_gempatsunami
1446,"#Gempa Mag:5.1, 15-Feb-18 04:28:55 WIB, Lok:1.27 LS,120.50 BT (31 km BaratLaut POSO-SULTENG), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/f1QozD4BJr",gempatsunami
1447,"Lebaran 2019, Penumpang Pesawat di Bandara AP I Turun 18 Persen https://bisnis.tempo.co/read/1213469/lebaran-2019-penumpang-pesawat-di-bandara-ap-i-turun-18-persen?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
1448,#Foto Tim penyelamat berhasil menyelamatkan seorang warga yang tertimbun bangunan selama 4 hari usai bencana gempa dan tsunami Palu dan Donggala.   https://news.detik.com/foto-news/d-4238052/tertimbun-bangunan-selama-4-hari-pria-ini-berhasil-diselamatkan-tim-sar?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …,gempatsunami
1449,"BMKG Bantah Buat Peringatan Gempa 8,6 SR dan Berpotensi Tsunami.  http://kom.ps/AFvm9G",gempatsunami
1450,"Xiaomi memperkenalkan Mijia Smart Pump, pompa angin untuk bola, ban sepeda, sepeda motor, dan bahkan mobil. https://tekno.tempo.co/read/1210165/mijia-smart-pump-xiaomi-pompa-angin-portable-sebesar-power-bank?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Tekno_Robb …",non_gempatsunami
1451,Kemendagri Sebut FPI Belum Ajukan Berkas Perpanjangan Izin http://bit.ly/2KGbWpB,non_gempatsunami
1452,"BMKG: Gempa di Denpasar, Bali 5,4 Magnitudo Tak Berpotensi Tsunami  https://kumparan.com/@kumparannews/bmkg-gempa-di-denpasar-bali-5-4-magnitudo-tak-berpotensi-tsunami-1534985734276947998?utm_source=Twitter&utm_campaign=int&utm_medium=post …",gempatsunami
1453,"Gempa 6,9 SR di Tasikmalaya, Status Peringatan Tsunami Berakhir  http://detik.id/68ZX1v  pic.twitter.com/4UO0sNRLca",gempatsunami
1454,"Gempa bermagnitudo 5,0 terjadi di Pulau Morotai, Maluku Utara. Gempa tak berpotensi tsunami.  https://news.detik.com/berita/4382317/gempa-magnitudo-50-guncang-maluku-utara?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1547343842 …",gempatsunami
1455,"Beberapa saat kemudian, @infoBMKG mencabut peringatan dini tsunami di gempa 6,9 magnitudo yang mengguncang Kepulauan Banggai, Sulawesi Tengah, Jumat (12/4). #TopNews  http://bit.ly/2UCC1MJ  pic.twitter.com/zCzd5rp0MB",gempatsunami
1456,"Belanja Modal Pengembangan Digital BTN, BNI, Mandiri Tahun Ini https://bisnis.tempo.co/read/1214800/belanja-modal-pengembangan-digital-btn-bni-mandiri-tahun-ini?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
1457,Gempa Cilacap Tak Sebabkan Tsunami  http://bit.ly/fOb6hY,gempatsunami
1458,"Mudik 2019, Penumpang Pesawat Bandara Sepinggan Turun 40 Persen https://ramadan.tempo.co/read/1210643/mudik-2019-penumpang-pesawat-bandara-sepinggan-turun-40-persen?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
1459,Derita Danau Toba yang bertahun-tahun tercemar pelet jaring apung:  http://majalah.tempo.co/read/157731/pelet-cemar-danau-toba … pic.twitter.com/yyEIgAWVyQ,non_gempatsunami
1460,Perancis terakhir kali menjalankan wajib militer pada 2001 usai resmi dihapuskan oleh mantan presiden Jacques Chirac pada 1997. http://dlvr.it/R6kGJG,non_gempatsunami
1461,Peringatan dini cuaca wilayah Sulawesi Tenggara [01 Juni 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=x6kb20190601 …,non_gempatsunami
1462,VIRAL  Pengusaha jam tangan mewah tersebut menjemput Maia Estianty menggunakan pesawat jet pribadi. https://seleb.tempo.co/read/1209908/maia-estianty-dijemput-irwan-mussry-pakai-jet-pribadi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=seleb_Bella …,non_gempatsunami
1463,Kondisi Korban Luka-luka Gempa dan Tsunami Palu  http://bit.ly/2P9BCug,gempatsunami
1464,Gempa 7 SR Guncang Lombok Berpotensi Tsunami  http://dlvr.it/Qdt1dx,gempatsunami
1465,"#Gempa Mag:5.8, 19-Jul-18 19:23:35 WIB, Lok:9.69 LS,112.80 BT (161 km Tenggara KAB-MALANG-JATIM), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/qQU0FN2aZW",gempatsunami
1466,"BKSDA masih memonitor keberadaan buaya muara (Crocodylus porosus) di perairan Segara Anakan, Kabupaten Cilacap. http://bit.ly/30S0z3G",non_gempatsunami
1467,"Gempa 5,5 SR Guncang Nias Selatan, Tidak Berpotensi Tsunami  http://detik.id/6Z2wIP  pic.twitter.com/8XZGthH5Aj",gempatsunami
1468,"6)Mochamad Riyadi, Kepala Pusat Gempa Bumi dan Tsunami BMKG mengatakan",gempatsunami
1469,"Guncangan Gempa 5,1 SR di Bengkulu Tak Berpotensi Tsunami  http://bit.ly/1sbF9Hz",gempatsunami
1470,"#Gempa Mag:5.2, 26-Feb-19 19:15:09 WIB, Lok:3.90 LS,129.59 BT (88 km BaratDaya SERAMBAGIANTIMUR-MALUKU), Kedlmn:99 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/qFYsAS4ttD",gempatsunami
1471,"Gempa dan tsunami di Sulawesi Tengah telah berlalu, kini mereka mulai bangkit dan membangun asa kembali.   Tiga user kumparan akan menyampaikan perspektifnya mengenai hal ini. Simak kisah selengkapnya di  http://kum.pr/AsaUsaiBencana . pic.twitter.com/jhguof9DQS",gempatsunami
1472,Puluhan Massa Berkerumun Demo Sidang Sengketa Pilpres 2019 http://bit.ly/2IHFEb8,non_gempatsunami
1473,Ternyata memarkirkan kapal di dermaga membutuhkan skill yang mumpuni.  http://bit.ly/2WBXGFJ  pic.twitter.com/yvAsIkBoSD,non_gempatsunami
1474,Direktorat Jenderal Kebudayaan akan menggelar Kemah Budaya Kaum Muda (KBKM). Pada 21-25 Juli 2019 di Candi Prambanan. #Dialogtempogenerasimudaberbudaya,non_gempatsunami
1475,"Cadangan Devisa Anjlok USD 4 M, Rupiah Melemah https://bisnis.tempo.co/read/1214702/cadangan-devisa-anjlok-usd-4-m-rupiah-melemah?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
1476,"Pemimpin redaksi majalah Tempo, Arif Zulkifli, menghargai laporan keberatan eks pemimpin Tim Mawar, Mayor Jenderal Purnawirawan Chairawan, ke Dewan Pers atas pemberitaan seputar kerusuhan Jakarta 22 Mei lalu  http://bit.ly/2KFBSSa",non_gempatsunami
1477,"#Gempa Mag:5.1, 08-Nov-18 20:40:14 WIB, Lok:2.91 LS,119.43 BT (11 km TimurLaut MAMASA-SULBAR), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/WnuJ34Of7h",gempatsunami
1478,Gempa dan tsunami menimbulkan korban jiwa. Laporan sementara terdapat beberapa korban meninggal karena tertimpa bangunan roboh.  http://dlvr.it/QlkVp4,gempatsunami
1479,Komisi V Dewan Perwakilan Rakyat atau DPR mengusulkan Kementerian Perhubungan menambah anggaran untuk transportasi darat http://bit.ly/2KfbYFo,non_gempatsunami
1480,Airlangga Hartarto: Golkar Bahas Jatah Menteri setelah Putusan MK http://bit.ly/2IGZYt7,non_gempatsunami
1481,"Robby Sugara Meninggal, Ini Wajah Tampannya di Era 1980an http://bit.ly/2WITDrg",non_gempatsunami
1482,4 Daerah Ini Terdampak Paling Parah Setelah Gempa dan Tsunami di Palu  https://www.liputan6.com/news/read/3655188/4-daerah-ini-terdampak-paling-parah-setelah-gempa-dan-tsunami-di-palu?Echobox=1538189831#utm_term=Autofeed&utm_medium=Social&utm_source=Twitter …,gempatsunami
1483,"Tersangka ujaran kebencian dan penyebaran berita bohong, Mustofa Nahra kembali diperiksa di Bareskrim Polri. https://foto.tempo.co/read/72743/berbaju-tahanan-mustofa-nahra-kembali-diperiksa?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Foto_Robb …",non_gempatsunami
1484,".@sandiuno mengatakan bencana gempa dan tsunami di Palu, Sulawesi Tengah layak untuk jadi bencana nasional. Ini alasannya:   https://news.detik.com/berita/d-4236810/sandiaga-gempa-dan-tsunami-palu-layak-jadi-bencana-nasional?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …",gempatsunami
1485,Mereka bertugas untuk memberikan trauma healing kepada korban gempa dan tsunami.  http://dlvr.it/QmH7nF,gempatsunami
1486,"#Gempa Mag:5.0, 19-Feb-19 23:55:24 WIB, Lok:7.57 LS,130.81 BT (61 km BaratDaya MALUKUTENGGARABRT), Kedlmn:83 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/9QcIK8h7pt",gempatsunami
1487,Suhu udara diperkirakan mencapai 24-34 derajat Celsius dan kelembapan udara 60-95 persen. https://metro.tempo.co/read/1210371/bmkg-cuaca-jakarta-cerah-berawan-sepanjang-hari-ini?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Robb …,non_gempatsunami
1488,"Top 3 News: Terasa hingga Jakarta, Gempa Sukabumi Tak Berpotensi Tsunami  http://dlvr.it/QwG6dq  pic.twitter.com/DsUPq8tW57",gempatsunami
1489,Pelanggan PLN Keluhkan Tak Bisa Beli Token Listrik https://bisnis.tempo.co/read/1210062/pelanggan-pln-keluhkan-tak-bisa-beli-token-listrik?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
1490,Polisi berhasil menggagalkan penyelundupan 37 kilogram (kg) narkotika jenis sabu yang dibawa menggunakan kapal pesiar dari Malaysia. http://bit.ly/2KaVqys,non_gempatsunami
1491,Peringatan dini cuaca wilayah Maluku [28 Mei 2019] #BMKG Selengkapnya klik tautan berikut  http://www.bmkg.go.id/peringatan-dini/?p=azbo20190528 …,non_gempatsunami
1492,RS Polri Kramatjati menerima 29 anggota polisi yang menjadi korban saat kerusuhan 22 Mei. https://metro.tempo.co/read/1210480/kondisi-terkini-markus-pria-diduga-korban-di-video-brimob-brutal?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Robb …,non_gempatsunami
1493,Peringatan dini cuaca wilayah Lampung [28 Mei 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=oyrz20190528 …,non_gempatsunami
1494,"Perang Dagang Memanas, Bank Sentral Cina Mulai Timbun Emas http://bit.ly/2I7PZhp",non_gempatsunami
1495,Tenyata Amora kini sudah mampu menelurkan karya di bidang tarik suara dengan melantunkan lagu 'Sahabat Tersayang' untuk OST film 'Rumah Merah Putih'. https://hot.detik.com/music/d-4589578/amora-isi-ost-rumah-merah-putih-krisdayanti-bangga?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560777641 …,non_gempatsunami
1496,"Gempa 5,5 SR Guncang Bengkulu, Tak Berpotensi Tsunami  http://detik.id/VrglS8  pic.twitter.com/mNkFIjCDTY",gempatsunami
1497,"PAN mengakui kemenangan Jokowi atas Prabowo. “Soal pilpres, kami akui hasil KPU,” kata Zulkifli Hasan, Ketua Umum PAN. http://tirto.id/dTor",non_gempatsunami
1498,"#Gempa Mag:5.2, 09-Jul-18 12:40:22 WIB, Lok:2.39 LU,99.06 BT (24 km BaratLaut TOBASAMOSIR-SUMUT), Kedlmn:205 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/EFH8k0eZIO",gempatsunami
1499,"Gempa jenis tektonik mengguncang Donggala, Sulawesi Tengah memicu gelombang tsunami yang menerjang Palu dan Donggala. Begini momen detik demi detik tahapan momen pemicu gempa itu: #PrayForPalu https://news.detik.com/berita/d-4233919/detik-detik-gempa-memicu-tsunami-palu-dan-donggala?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …",gempatsunami
1500,"Gempa 7,1 SR Guncang Cilacap, Berpotensi Tsunami  http://de.tk/GHHuG",gempatsunami
1501,"Mayoritas rumah rusak karena guncangan gempa, serta tersapu gelombang tsunami.  http://dlvr.it/QmFrgW",gempatsunami
1502,"Gempa 4,9 SR Terjadi di Papua, Tak Berpotensi Tsunami  http://detik.id/66VXKM  pic.twitter.com/XcYiDFZmhm",gempatsunami
1503,Gempa dan Tsunami Pukul Produksi Baja Jepang  http://de.tk/WecnS via @detikfinance,gempatsunami
1504,"Pos Pengamatan Gunungapi Sinabung di Kabupaten Karo, Sumatera Utara, menyatakan Gunung Sinabung kembali beraktivitas  http://bit.ly/2ZjHm9A",non_gempatsunami
1505,Jasa Marga: Lebih dari 1 Juta Kendaraan Sudah Kembali ke Jakarta https://bisnis.tempo.co/read/1214117/jasa-marga-lebih-dari-1-juta-kendaraan-sudah-kembali-ke-jakarta?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
1506,Jumlah Korban Meninggal Gempa dan Tsunami Palu Donggala Jadi 2.010 Orang  http://dlvr.it/Qmlqk9,gempatsunami
1507,"Hingga Senin siang, satu korban tenggelam belum ditemukan.  http://dlvr.it/R6kzYj",non_gempatsunami
1508,Presiden Jokowi melantik Arinal Djunaidi dan Chusnunia Chalim atau Nunik sebagai Gubernur dan Wakil Gubernur (Wagub) Lampung periode 2019-2024. http://bit.ly/2I9UMza,non_gempatsunami
1509,Eks Dirut Pertamina Karen Agustiawan Jalani Sidang Vonis Hari Ini http://bit.ly/2I7CZbW,non_gempatsunami
1510,"#Gempa Mag:5.3, 02-Oct-18 06:27:06 WIB, Lok:10.48 LS,120.24 BT (56 km BaratDaya SUMBATIMUR-NTT), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",gempatsunami
1511,"Gempa 5,4 SR Guncang Mukomuko Bengkulu, Tak Berpotensi Tsunami  http://detik.id/6hRy06  pic.twitter.com/Zp0aiH5UzO",gempatsunami
1512,Korban meninggal akibat gempa dan tsunami Palu telah mencapai 2.002 orang.  http://bit.ly/2PoIsMn,gempatsunami
1513,BMKG Deteksi Tsunami Akibat Gempa Lombok 7 SR Terjadi di 3 Titik  http://dlvr.it/QdtK4z,gempatsunami
1514,"Jokowi telah meminta Menteri Koordinator bidang Politik, Hukum dan Keamanan segera mengoordinasikan upaya tanggap darurat penanganan gempa dan tsunami  http://dlvr.it/QllXsc",gempatsunami
1515,"Gempa bumi berkekuatan 5,3 magnitudo terjadi di Sigi, Sulawesi Tengah. Gempa tidak berpotensi tsunami.   https://news.detik.com/berita/d-4238239/gempa-53-magnitudo-terjadi-di-sigi-sulteng?tag_from=wp_nhl_judul_3&_ga=2.240122243.1434771319.1538360011-120382789.1536237141&utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …",gempatsunami
1516,"#Gempa Mag:5.5, 12-Jan-19 02:05:28 WIB, Lok:3.37 LS,101.29 BT (77 km BaratDaya BENGKULUUTARA), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",gempatsunami
1517,"“Yang bisa lewat hanya mobil kecil. Motor pun tidak kita sarankan lewat situ."" https://bisnis.tempo.co/read/1210169/mudik-lebaran-pemudik-dilarang-selfie-di-terowongan-cisumdawu?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Bisnis_Robb …",non_gempatsunami
1518,"Menurut catatan sejarah, juga penelitian para ahli, pantai selatan Jawa memang rentan gempa bumi dan tsunami.   http://tirto.id/cBSZ  pic.twitter.com/wo3vBVJlCL",gempatsunami
1519,Seorang penjaga perbatasan Vietnam meletuskan tembakan yang melukai tiga orang di pos patrolinya sebelum melakukan aksi bunuh diri. https://news.detik.com/internasional/d-4587665/tembaki-rekannya-penjaga-perbatasan-vietnam-bunuh-diri?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560623723 …,non_gempatsunami
1520,Tips Mengolah Daging untuk Hidangan Lebaran agar Tidak Alot https://ramadan.tempo.co/read/1211118/tips-mengolah-daging-untuk-hidangan-lebaran-agar-tidak-alot?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
1521,"6. Bencana alam antara lain berupa gempa bumi, tsunami, gunung meletus, banjir, kekeringan, angin topan, dan tanah longsor. #PB",gempatsunami
